,b1-nummer,Naam,District,Verkiezingdatum,Vermogen,margin,Sterfdatum,Vermogen_deflated
527,,A. van Heeckeren van Kell,Lochem,11/06/1909,,0.055842032448749,,
528,00463,N. Glinderman,Alkmaar,11/06/1909,4915.5,0.08525995263336,15-08-1924,2942.78576183573
529,00613,H.F.R. Hubrecht,Amsterdam I,11/06/1909,3211360.5,0.129194630872483,01-08-1926,1922560.46292782
530,00689,T.M. Ketelaar,Amsterdam V,11/06/1909,-608.38,0.071389286107139,27-06-1936,-468.935500608033
531,00806,F.K. van Lennep,Haarlem,23/06/1909,,0.006495012758061,10-05-1928,
532,00404,P.B.J. Ferf,Hoorn,11/06/1909,,0.116623150565709,29-04-1916,
533,00357,J.E.W. Duijs,Zaandam,11/06/1909,,0.106331851495855,16-09-1941,
534,00357,J.E.W. Duijs,Zaandam,23/06/1909,,0.017745685962551,16-09-1941,
535,01472,G.A. Vorsterman van Oyen,Oostburg,11/06/1909,9233.55,0.047108013937282,13-10-1915,8019.33817726459
536,00672,C.E. van Koetsveld,Franeker,11/06/1909,,0.068578916715201,16-05-1953,
537,00766,A. Kuyper,Ommen,11/06/1909,196020,0.142344827586207,08-11-1920,95930.7872568957
538,00354,L.F. Duymaer van Twist,Steenwijk,11/06/1909,,0.129446494464945,07-08-1961,
539,01610,A. Zijlstra,Appingedam,11/06/1909,,0.015713476783692,01-06-1968,
540,01269,H. Smeenge,Meppel,11/06/1909,,0.155390205917979,09-05-1935,
541,01152,C.J.M. Ruijs de Beerenbrouck,Gulpen,11/06/1909,,0.187768547694071,17-04-1936,
542,01580,J.B.L.C.C. van Wijkerslooth de Weerdesteijn,Breukelen,22/09/1909,509484.55,0.132325436408978,16-05-1936,392707.506009909
543,00408,A.N. Fleskens,Helmond,12/07/1910,,0.173809958052161,01-02-1965,
544,01147,V.H. Rutgers,Hilversum,01/02/1912,,0.179780696469454,05-02-1945,
545,01376,P.J. Troelstra,Leeuwarden,17/06/1913,9204.94,0.138719701678061,12-05-1930,5676.08816466017
546,00245,W.K.F.P. graaf van Bylandt,Apeldoorn,17/06/1913,,0.1197456729071,04-07-1924,
547,00245,W.K.F.P. graaf van Bylandt,Apeldoorn,25/06/1913,,0.008711146307662,04-07-1924,
548,01548,J.A. de Wilde,Arnhem,17/06/1913,,0.021386337904139,10-01-1956,
549,01454,P. van Vliet,Doetinchem,17/06/1913,,0.142547876769359,19-12-1941,
550,01125,A. Roodhuyzen,Brielle,17/06/1913,918.62,0.064972527472528,20-11-1933,682.473786332104
551,00432,H.C. Hogerzeil,Dordrecht,17/06/1913,,0.090843460474071,27-11-1960,
552,00773,K. ter Laan,Den Haag I,17/06/1913,,0.108275473822481,06-03-1963,
553,01283,J.R. Snoeck Henkemans,Den Haag II,17/06/1913,48452.93,0.059656495523479,24-05-1945,24898.1435977338
554,00789,J.H. Lasonder,Rotterdam III,17/06/1913,,0.168156662409536,01-05-1947,
555,00432,D.J. de Geer,Schiedam,17/06/1913,,0.170987102541182,27-11-1960,
556,00934,J. van der Molen Tz.,Sliedrecht,17/06/1913,,0.137904703726329,12-11-1939,
557,00613,H.F.R. Hubrecht,Amsterdam I,17/06/1913,3211360.5,0.194458696767573,01-08-1926,1922560.46292782
558,00517,G.A. van Hamel,Amsterdam IV,17/06/1913,65716.68,0.181289640591966,01-03-1917,44530.9944751535
559,00689,T.M. Ketelaar,Amsterdam V,17/06/1913,-608.38,0.102297592997812,27-06-1936,-468.935500608033
560,01451,W.H. Vliegen,Amsterdam IX,17/06/1913,22299,0.15320970042796,29-06-1947,9106.1879310368
561,01003,N. Oosterbaan,Enkhuizen,17/06/1913,5477,0.071515720319099,27-07-1917,3711.32955499906
562,00892,T.H. de Meester,Den Helder,17/06/1913,59820.95,0.08281036834925,27-12-1919,31527.9412578206
563,00892,T.H. de Meester,Den Helder,25/06/1913,59820.95,0.162969140950792,27-12-1919,31527.9412578206
564,00655,W.J.E.H.M. de Jong,Hoorn,17/06/1913,4507,0.118321572580645,14-12-1918,2865.12776746337
565,01177,A.F. de Savornin Lohman,Goes,17/06/1913,141708.44,0.096081588835212,11-06-1924,84837.2657031743
566,00949,R.R.L. de Muralt,Oostburg,17/06/1913,41664.44,0.140846736045412,07-11-1936,32114.6898796038
567,,W.C. van Roëll,Utrecht I,17/06/1913,,0.01351504826803,,
568,00557,W.P.G. Helsdingen,Franeker,17/06/1913,,0.024192439862543,20-08-1921,
569,00615,F.W.N. Hugenholtz,Weststellingwerf,17/06/1913,,0.088018794048551,13-05-1924,
570,00615,F.W.N. Hugenholtz,Weststellingwerf,25/06/1913,,0.089184752872515,13-05-1924,
571,00875,H.P. Marchant,Deventer,17/06/1913,,0.198250296559905,12-05-1956,
572,00106,E.J. Beumer,Kampen,17/06/1913,,0.142005112184039,05-10-1946,
573,00106,E.J. Beumer,Kampen,25/06/1913,,0.020128930403894,05-10-1946,
574,00354,L.F. Duymaer van Twist,Steenwijk,17/06/1913,,0.072234452394056,07-08-1961,
575,01189,J.H.A. Schaper,Appingedam,17/06/1913,3860.3,0.051094890510949,31-08-1934,2867.9470917004
576,01288,H. Spiekman,Hoogezand,17/06/1913,18002.82,0.07109079445145,18-11-1917,12199.0867152325
577,01170,G.W. Sannes,Veendam,17/06/1913,11708.35,0.116162943495401,02-01-1930,7219.77838668138
578,01170,G.W. Sannes,Veendam,25/06/1913,11708.35,0.139107611548556,02-01-1930,7219.77838668138
579,00175,D. Bos,Winschoten,17/06/1913,40350.64,0.016292922214436,06-05-1916,29977.8516782339
580,00175,D. Bos,Winschoten,25/06/1913,40350.64,0.11122788579436,06-05-1916,29977.8516782339
581,01269,H. Smeenge,Meppel,17/06/1913,,0.151056014692378,09-05-1935,
582,01113,P. Rink,Hoogezand,04/08/1913,220457,0.023562300319489,06-08-1941,144618.618990328
583,00369,B.D. Eerdmans,Rotterdam III,07/01/1914,,0.058468799160986,29-04-1948,
584,00369,B.D. Eerdmans,Rotterdam III,14/01/1914,,0.145798419918602,29-04-1948,
585,01011,J. Oudegeest,Amsterdam III,04/11/1913,,0.128434886499403,16-10-1950,
586,01283,J.R. Snoeck Henkemans,Apeldoorn,29/02/1916,48452.93,0.168220668220668,24-05-1945,24898.1435977338
587,00090,E.A. van Beresteijn,Winschoten,17/06/1916,,0.098701298701299,15-09-1948,
588,00727,W.F.W. Kolkman,Weert,27/04/1916,-34892.1,0.126225745879407,19-02-1924,-20889.0194447256
589,00518,J.A. van Hamel,Amsterdam IV,03/04/1917,,0.178983340452798,18-10-1964,
590,01010,P.J. Oud,Den Helder,15/05/1917,,0.021299921691464,12-08-1968,
591,01010,P.J. Oud,Den Helder,22/05/1917,,0.09738873378223,12-08-1968,
592,00447,A.H. Gerhard,Amsterdam II,15/06/1917,,0.136363636363636,03-07-1948,
593,00447,A.H. Gerhard,Amsterdam II,22/06/1917,,0.179908675799087,03-07-1948,
594,01596,A.B. de Zeeuw,Rotterdam II,14/12/1917,,0.020207477847417,18-04-1967,
595,01596,A.B. de Zeeuw,Rotterdam II,21/12/1917,,0.018395879323032,18-04-1967,
596,00432,D.J. de Geer,Schiedam,22/10/1907,,0.066298342541437,27-11-1960,
597,,mr. J. van Riemsdijk,Almelo,02/01/1849,29618.27,-0.1125,01/11/1879,21894.1760771707
598,,mr. H. van Sonsbeeck,Enschede,30/11/1848,,-0.096638655462185,29/11/1865,
599,,mr. H. van Sonsbeeck,Enschede,16/12/1848,,-0.148225469728601,29/11/1865,
600,,mr. R.W. Tadema,Zutphen,30/11/1848,,-0.137142857142857,11/05/1860,
601,,J.G. Dolmans,Ysselstein,30/11/1848,,-0.010506208213945,29/01/1856,
602,,W. de la Haye,Sittard,30/11/1848,443,-0.011441647597254,13/11/1895,462.545683785033
603,,W. de la Haye,Sittard,09/12/1848,443,-0.084967320261438,13/11/1895,462.545683785033
604,,D. Mulder Dzn.,Winschoten,12/03/1878,1018.44,-0.061480552070264,17/09/1889,966.155259443114
605,,D. Mulder Dzn.,Winschoten,10/06/1879,1018.44,-0.185490519373454,17/09/1889,966.155259443114
606,,mr. D. Wicherlink,Zwolle,28/10/1884,,-0.064359323352129,12/12/1915,
607,,mr. R.A. Fockema,Zwolle,15/06/1886,,-0.027934875749786,24/12/1939,
608,,mr. D. Wicherlink,Zwolle,15/06/1886,,-0.03324764353042,12/12/1915,
609,,mr. R.A. Fockema,Zwolle,01/09/1887,,-0.077704722056187,24/12/1939,
610,,mr. B.G. ten Pol,Almelo,11/09/1850,,-0.078313253012048,22/08/1860,
611,,mr. S.J. baron van Pallandt,Almelo,08/06/1875,1076713.3,-0.081745235707121,20/08/1890,1021995.08309204
612,,mr. S.J. baron van Pallandt,Almelo,22/06/1875,1076713.3,-0.026692087702574,20/08/1890,1021995.08309204
613,,H.P. Gelderman,Almelo,10/06/1879,747677.45,-0.085698070374574,09/03/1888,697634.148510046
614,,J.E. Stork,Almelo,28/10/1884,833477.66,-0.015141087405368,18/01/1893,841715.520152903
615,,J.E. Stork,Almelo,11/11/1884,833477.66,-0.026018340797612,18/01/1893,841715.520152903
616,,mr. B.A. Reigers,Zutphen,30/10/1866,23690.56,-0.050704865848113,25/03/1895,24735.8155179466
617,,jhr.mr. H.B. van Tets,Zutphen,05/12/1882,191080.8,-0.019848430169614,20/03/1884,163195.667994781
618,,jhr.mr. H.B. van Tets,Zutphen,12/06/1883,191080.8,-0.002560819462228,20/03/1884,163195.667994781
619,,K.W. van Gorkom,Zutphen,28/10/1884,44525.24,-0.00278505897772,10/03/1910,40994.562659824
620,,P.C.G. Guyot,Arnhem,24/09/1850,,-0.074432677760968,17/02/1861,
621,,mr. G.J.C. Schneither,Arnhem,24/09/1850,,-0.102571860816944,16/03/1877,
622,,P.C.G. Guyot,Arnhem,08/10/1850,,-0.062480277690123,17/02/1861,
623,,mr. G.J.C. Schneither,Arnhem,08/10/1850,,-0.079835910381824,16/03/1877,
624,,J.A. Alberdingk Thijm,Amersfoort,13/06/1871,,-0.193349753694581,17/03/1889,
625,,J.F.H. Bekhuis,Hilversum,09/05/1882,81155.88,-0.139280125195618,22/12/1901,72678.7809914896
626,,mr. W. Terpstra,Hoorn,12/06/1866,779.19,-0.183457051961824,13/11/1895,813.568784082302
627,,jhr.mr. H.G.C.L. Janssens,Alkmaar,25/10/1870,1320432.3,-0.084626940410616,20/06/1897,1361019.99956953
628,,W. Bos,Alkmaar,28/10/1884,24601.03,-0.072053231939164,15/03/1893,24844.1797021256
629,,jhr. M. Salvador,Haarlem,10/06/1862,66519.1,-0.13006993006993,30/10/1884,56811.7202717994
630,,mr. T.M.C. Asser,Amsterdam,08/02/1870,1736571.07,-0.085230769230769,29/07/1913,1582759.96971655
631,,J.P. de Bordes,Amsterdam,13/06/1871,152328.28,-0.003614625330182,05/01/1899,151335.061989315
632,,J.P. de Bordes,Amsterdam,27/06/1871,152328.28,-0.011437095972153,05/01/1899,151335.061989315
633,,mr. H.A. Neeb,Leiden,22/06/1869,423225.03,-0.191283292978208,12/11/1896,453455.38906937
634,,mr. H.A. Neeb,Leiden,01/04/1873,423225.03,-0.158956109134045,12/11/1896,453455.38906937
635,,mr. H.A. Neeb,Leiden,12/06/1877,423225.03,-0.097025841053145,12/11/1896,453455.38906937
636,,mr. J.B.L. Wentholt,Gouda,14/06/1864,92380.13,-0.119402985074627,16/06/1902,83671.0219516723
637,,mr. J.B.L. Wentholt,Gouda,13/06/1871,92380.13,-0.199756394640682,16/06/1902,83671.0219516723
638,,mr. J.T. Buys,Gouda,10/06/1873,30261.24,-0.092827004219409,14/05/1895,31596.4016884492
639,,dr. T.C.L. Wijnmalen,Gouda,12/06/1877,2029.28,-0.021797752808989,14/01/1891,1924.47005899877
640,,mr. A.A. van Bergen Ijzendoorn,Gouda,14/06/1881,218015.78,-0.139196675900277,17/01/1895,227634.893986517
641,,J. van der Breggen,Gouda,28/10/1884,147877.78,-0.095979469632164,05/03/1894,152658.804061262
642,,jhr.mr. H.G.C.L. Janssens,Delft,12/06/1860,1320432.3,-0.041450777202073,20/06/1897,1361019.99956953
643,,C.J. Vaillant,Delft,10/06/1873,218359.52,-0.109546165884194,27/03/1914,189645.243173554
644,,C.J. Vaillant,Delft,24/06/1873,218359.52,-0.092498849516797,27/03/1914,189645.243173554
645,,C.J. Vaillant,Delft,08/06/1875,218359.52,-0.0750098697197,27/03/1914,189645.243173554
646,,C.J. Vaillant,Delft,22/06/1875,218359.52,-0.10568454763811,27/03/1914,189645.243173554
647,,mr. A.M. Maas Geesteranus,Delft,15/06/1886,106079.28,-0.085216572504708,27/05/1899,105387.616892818
648,,mr. D. Mulder,Breda,25/02/1862,,-0.13963963963964,,
649,,mr. J.H. van Mierlo,Breda,25/02/1862,,-0.145145145145145,19/04/1905,
650,,mr. P.E.A. Janssens,Breda,22/01/1868,48650.18,-0.099782221342309,15/01/1881,38003.850740471
651,,dr. T.C.L. Wijnmalen,Zevenbergen,23/04/1878,2029.28,-0.103880597014925,14/01/1891,1924.47005899877
652,,J.H.A. Diepen,Zevenbergen,07/05/1878,153379.83,-0.050728862973761,20/06/1897,158094.44843221
653,,mr. H.A. van Mens,Tilburg,19/01/1864,73732.34,-0.320754716981132,08/03/1893,74461.0898331585
654,,mr. D. Mulder,Tilburg,03/02/1864,,-0.118191161356629,,
655,,J.H.A. Diepen,Tilburg,23/11/1880,153379.83,-0.005732712289502,20/06/1897,158094.44843221
656,,J.F. van der Heyde,Tilburg,23/11/1880,,-0.080257972053028,,
657,,J.H.A. Diepen,Tilburg,07/12/1880,153379.83,-0.177029702970297,20/06/1897,158094.44843221
658,,mr. M. van den Acker,Eindhoven,17/05/1853,,-0.088963210702341,15/07/1871,
659,,J.H.A. Diepen,Eindhoven,10/06/1879,153379.83,-0.161528976572133,20/06/1897,158094.44843221
660,,mr. F.G.J. baron van Rijckevorsel van Kessel,Den Bosch,11/09/1850,336478.51,-0.004234724742892,24/05/1879,248728.900915686
661,,mr. J.H.A.M. Essink,Ommen,09/06/1891,483898.69,-0.199902248289345,18/01/1918,307617.389251864
662,,mr. J.H.A.M. Essink,Enschede,09/06/1891,483898.69,-0.051923968474734,18/01/1918,307617.389251864
663,,mr. J.H.A.M. Essink,Enschede,23/06/1891,483898.69,-0.027075812274368,18/01/1918,307617.389251864
664,,W. Bos,Enkhuizen,06/03/1888,24601.03,-0.182519280205656,15/03/1893,24844.1797021256
665,,W. Bos,Enkhuizen,28/10/1890,24601.03,-0.167669819432502,15/03/1893,24844.1797021256
666,,E.J.J. Kuinders,Amsterdam,06/03/1888,,-0.003499959129989,21/01/1916,
667,,W. Bos,Beverwijk,09/06/1891,24601.03,-0.008397715821297,15/03/1893,24844.1797021256
668,,W. Bos,Beverwijk,23/06/1891,24601.03,-0.064169481117593,15/03/1893,24844.1797021256
669,,dr. T.C.L. Wijnmalen,Haarlemmermeer,09/06/1891,2029.28,-0.178130511463845,14/01/1891,1924.47005899877
670,,J.G. van Schaardenburg,Dordrecht,26/03/1889,203448.98,-0.076804915514593,08/03/1900,203448.98
671,,F.G. Mellink Pzn.,Amsterdam II,15/06/1897,448.58,-0.009615384615385,02/07/1905,407.778658563027
672,,F.G. Mellink Pzn.,Amsterdam II,25/06/1897,448.58,-0.054972205064855,02/07/1905,407.778658563027
673,,J. Hoven,Zwolle,25/06/1897,-14938.28,-0.07955988150656,18/01/1906,-13639.5039811048
674,,C.A. Zelvelder,Alkmaar,31/03/1903,,-0.160800970873786,12/06/1937,
675,,J.H. Tromp Meesters,Steenwijk,16/06/1905,,-0.004508005596145,25/09/1908,
676,,mr. S.C.H. Piccardt,Winschoten,30/11/1848,,-0.109195402298851,12/04/1862,
677,,mr. W.J. Mees,Appingedam,27/12/1848,,-0.136498516320475,28/02/1869,
678,,mr. D. Bonthuis,Appingedam,27/12/1848,1547010.9,-0.160237388724036,11/04/1905,1406299.94557132
679,,P.W. Wiertsema,Appingedam,27/12/1848,,-0.183976261127596,26/01/1870,
680,,W. Waalkens,Appingedam,27/12/1848,,-0.188427299703264,22/09/1858,
681,,J.D.C.C.W. baron van Ablaing van Giessenburg,Amersfoort,30/11/1848,,-0.00709219858156,,
682,,J.D.C.C.W. baron van Ablaing van Giessenburg,Amersfoort,07/12/1848,,-0.189504373177843,,
683,,mr. L. Luzac,Gouda,30/11/1848,,-0.16198347107438,,
684,,A. Vogelsang,Ridderkerk,30/11/1848,10000,-0.088028169014085,30/06/1877,7007.42293939852
685,,L. Kluit,Ridderkerk,30/11/1848,,-0.188380281690141,11/03/1858,
686,,P.J. de Raadt van Hendrik-Ido-Ambacht,Ridderkerk,30/11/1848,350170,-0.197183098591549,10/05/1870,203685.382395224
687,,A. Vogelsang,Ridderkerk,09/12/1848,10000,-0.024561403508772,30/06/1877,7007.42293939852
688,,jhr. E. de Wendt Alberda van Ekenstein,Zuidhorn,07/04/1869,106910.94,-0.093502377179081,27/11/1890,101477.761079712
689,,H.W. Wierda,Zuidhorn,07/04/1869,352349.65,-0.118858954041204,07/01/1894,363741.43688392
690,,H.W. Wierda,Zuidhorn,08/06/1869,352349.65,-0.176803394625177,07/01/1894,363741.43688392
691,,P.W.A. Cort van der Linden,Groningen,28/10/1884,,-0.155688622754491,,
692,,J.G. Nederhoed,Appingedam,12/06/1883,81750.3,-0.124756335282651,09/10/1898,83421.6138196131
693,,T. Borgesius,Winschoten,18/07/1864,36153.51,-0.130879345603272,13/04/1888,33733.6951442088
694,,mr. W. Woldringh,Winschoten,18/07/1864,124707.09,-0.171779141104294,24/03/1894,128738.984432686
695,,T. Borgesius,Winschoten,02/08/1864,36153.51,-0.159533073929961,13/04/1888,33733.6951442088
696,,L.G. Brock,Winschoten,26/02/1878,,-0.198635329795299,,
697,,A. Winkler Prins,Winschoten,01/09/1887,4701.89,-0.058989898989899,04/01/1908,4083.18314698754
698,,jhr.mr. O.Q. van Swinderen,Winschoten,01/09/1887,7201,-0.071111111111111,28/11/1870,4188.64676765002
699,,J.G. Nederhoed,Winschoten,01/09/1887,81750.3,-0.076767676767677,09/10/1898,83421.6138196131
700,,mr. J.H. Smidt,Winschoten,01/09/1887,,-0.101414141414141,14/03/1917,
701,,J. Hessels Tacoma,Leeuwarden,12/06/1860,45432,-0.019607843137255,07/10/1902,41148.91231814
702,,J. Hessels Tacoma,Leeuwarden,30/10/1860,45432,-0.032615384615385,07/10/1902,41148.91231814
703,,mr. B. Rinia van Nauta,Sneek,13/06/1854,,-0.096919609316304,12/01/1860,
704,,L. Britzel,Sneek,12/06/1860,228524.19,-0.089156626506024,27/03/1883,165642.846528778
705,,jhr.mr. O.Q.J.J. van Swinderen,Sneek,14/06/1864,1177025,-0.112373737373737,05/11/1925,704655.154373859
706,,J. Wolbers,Sneek,10/06/1873,113321.95,-0.065810593900482,22/09/1889,107504.220182681
707,,J. Binkes,Sneek,08/06/1875,52747.98,-0.15243415802075,29/03/1891,50023.6084634285
708,,mr. W. baron van Heemstra,Sneek,14/06/1881,-594.66,-0.007518796992481,27/10/1909,-550.893024260601
709,,jhr. A. Lycklama Ã Nijeholt,Sneek,28/10/1884,,,26/10/1906,
710,,K. Kater,Sneek,01/09/1887,574.25,-0.046044098573282,26/10/1916,426.629697229729
711,,jhr.mr. D. de Blocq van Haersma de With,Dokkum,17/05/1853,,-0.084886128364389,19/08/1857,
712,,jhr. J.A. Lycklama Ã Nijeholt,Dokkum,25/01/1859,,,19/04/1891,
713,,W. Reilingh,Dokkum,10/06/1873,,-0.105440269209198,04/06/1876,
714,,mr. B.J. Gratama,Dokkum,08/06/1875,137220.48,-0.188893946290396,26/06/1886,125303.319227741
715,,mr. B.J. Gratama,Dokkum,14/06/1881,137220.48,-0.043478260869565,26/06/1886,125303.319227741
716,,J. de Jong,Dokkum,28/10/1884,,-0.075761208343323,,
717,,mr. A.J. Dijckmeester,Steenwijk,12/06/1883,,-0.080475857242827,,
718,,mr. A.J. Dijckmeester,Steenwijk,28/10/1884,,-0.112142304717711,,
719,,mr. J.C. Bijsterbos,Zwolle,08/06/1852,44527.82,-0.080027359781122,13/10/1898,45438.1525727642
720,,mr. S.J. van Roijen,Zwolle,12/06/1883,,-0.159010600706714,15/12/1909,
721,,mr. S.J. van Roijen,Zwolle,28/10/1884,,-0.06358156717869,15/12/1909,
722,,mr. D. Wicherlink,Zwolle,01/09/1887,,-0.080494122335127,12/12/1915,
723,,S.A. van Hoogstraten,Almelo,13/06/1854,15000,-0.164948453608247,24/10/1875,7754.46427688916
724,,mr. E.J.I. van Sonsbeeck,Almelo,06/05/1884,6491.81,-0.022526934378061,28/12/1890,6161.89834412536
725,,mr. E.J.I. van Sonsbeeck,Almelo,20/05/1884,6491.81,-0.018166089965398,28/12/1890,6161.89834412536
726,,A.H. Jannink,Almelo,15/06/1886,231030.19,-0.03414450103754,28/07/1906,210943.776409359
727,,mr. W.A.A.J. baron van Schimmelpenninck van der Oye,Deventer,22/01/1868,,-0.079834254143647,,
728,,mr. J.D.C. baron van Heeckeren van Kell,Zutphen,15/06/1886,,-0.036564864107593,,
729,,mr. J.F. Pringle,Arnhem,14/06/1864,0,-0.161363636363636,03/01/1868,0
730,,mr. R. baron van Melvil van Lynden,Arnhem,15/06/1886,,-0.008538768764633,,
731,,jhr. B. van Merlen,Tiel,08/06/1858,24020.65,-0.195414847161572,19/12/1890,22799.9284421163
732,,P.A.C.H.T.A. WerdmÃÂ¼ller von Elgg,Tiel,17/04/1877,,,17/08/1892,
733,,mr. C. Pijnacker Hordijk,Tiel,28/10/1884,,-0.01643444087174,,
734,,S.A. van Hoogstraten,Amersfoort,10/06/1856,15000,-0.187752744078567,24/10/1875,7754.46427688916
735,,mr. H. Verloren van Themaat,Amersfoort,10/06/1862,1365214.39,-0.057165861513688,22/02/1885,1199604.10570534
736,,mr. H. Verloren van Themaat,Amersfoort,24/06/1862,1365214.39,-0.164572112507481,22/02/1885,1199604.10570534
737,,jhr.mr. J.L.B. de Muralt,Utrecht,08/06/1858,392538.55,-0.157303370786517,28/08/1889,372386.379773648
738,,mr. B.G.A. Pabst,Utrecht,12/06/1866,,-0.101243339253996,04/01/1875,
739,,mr. H. Verloren van Themaat,Utrecht,13/11/1866,1365214.39,-0.064377682403434,22/02/1885,1199604.10570534
740,,jhr. P. Opperdoes Alewijn,Hoorn,30/11/1848,,-0.19120654396728,,
741,,J.C. Pilaar,Hoorn,14/12/1848,,-0.08092485549133,16/10/1849,
742,,G. van Leeuwen,Alkmaar,30/11/1848,20000,-0.069075451647184,12/03/1872,12355.9538897633
743,,jhr. P. Opperdoes Alewijn,Hoorn,20/04/1852,,-0.004475703324808,,
744,,jhr. P. Opperdoes Alewijn,Hoorn,05/05/1852,,-0.112790697674419,,
745,,mr. J.G.A. Faber,Hoorn,30/07/1858,,-0.133996937212864,12/07/1885,
746,,C. Bloem,Hoorn,13/10/1874,1500,-0.019448213478064,11/03/1875,775.446427688916
747,,C. Bloem,Hoorn,27/10/1874,1500,-0.086743044189853,11/03/1875,775.446427688916
748,,J.D. van Herwerden,Alkmaar,12/06/1866,101860.72,-0.141482194417709,09/09/1879,75296.6509869544
749,,H.W. van Marle,Alkmaar,15/06/1886,88417.66,-0.088524087143296,14/12/1927,54521.4236565309
750,,H.G. Jansen,Haarlem,30/10/1866,42292.42,-0.048738033072237,01/07/1910,38938.7965505766
751,,H.G. Jansen,Haarlem,13/11/1866,42292.42,-0.011630980703146,01/07/1910,38938.7965505766
752,,jhr. J.P. Cornets de Groot van Kraayenburg,Amsterdam,17/05/1853,23708.04,-0.027744476793972,23/07/1878,16319.5947673259
753,,jhr. J.P. Cornets de Groot van Kraayenburg,Amsterdam,13/06/1854,23708.04,-0.035214255409419,23/07/1878,16319.5947673259
754,,dr. A. Vrolik,Amsterdam,20/03/1860,477922.42,-0.115611192930781,08/06/1894,493374.089543839
755,,J.D. van Herwerden,Amsterdam,10/06/1862,101860.72,-0.059927797833935,09/09/1879,75296.6509869544
756,,J.J.A. Santhagens,Amsterdam,14/06/1864,,-0.025645969919013,19/05/1867,
757,,J.J.A. Santhagens,Amsterdam,28/06/1864,,-0.035565269223127,19/05/1867,
758,,mr. J. Wertheim,Amsterdam,22/01/1868,-3564.84,-0.01453790238837,14/04/1886,-3255.24502257842
759,,dr. J. Bosscha jr.,Amsterdam,12/10/1869,214544.64,-0.186414708886619,15/04/1911,199157.781017844
760,,mr. M.J. van Lennep,Amsterdam,26/02/1878,409734.41,-0.158997955010225,20/01/1913,373443.525328008
761,,H.W. van Marle,Amsterdam,27/03/1883,88417.66,-0.067186240257995,14/12/1927,54521.4236565309
762,,H.F. Bultman,Haarlemmermeer,19/03/1878,40990.42,-0.192771084337349,19/02/1907,37648.2442678694
763,,H.F. Bultman,Haarlemmermeer,10/06/1879,40990.42,-0.111386138613861,19/02/1907,37648.2442678694
764,,H.F. Bultman,Haarlemmermeer,24/06/1879,40990.42,-0.039382239382239,19/02/1907,37648.2442678694
765,,H.F. Bultman,Haarlemmermeer,15/06/1886,40990.42,-0.105226480836237,19/02/1907,37648.2442678694
766,,H.F. Bultman,Haarlemmermeer,29/06/1886,40990.42,-0.104575163398693,19/02/1907,37648.2442678694
767,,mr. J.H. van der Sande,Leiden,27/08/1850,1000,-0.021470746108427,16/11/1868,592.590064672931
768,,dr. P. Bleeker,Leiden,10/06/1862,0,-0.148215919487649,24/01/1878,0
769,,jhr.mr. H. van Alphen,Leiden,30/10/1866,0,-0.087349397590362,16/06/1876,0
770,,jhr.mr. H. van Alphen,Leiden,22/01/1868,0,-0.015696533682145,16/06/1876,0
771,,W.J.F. Nuyens,Leiden,18/03/1873,1162.52,-0.121403912543153,08/12/1894,1200.10533629392
772,,J. Rinkes Borger,Leiden,15/06/1886,5038.85,-0.013038906414301,04/06/1915,4376.24122623581
773,,J. Rinkes Borger,Leiden,29/06/1886,5038.85,-0.076817322564015,04/06/1915,4376.24122623581
774,,mr. F. Was,Leiden,01/09/1887,106029.72,-0.030360531309298,04/04/1903,103213.194257735
775,,dr. J. Bosscha jr.,Gouda,08/06/1869,214544.64,-0.023401587964898,15/04/1911,199157.781017844
776,,jhr.mr. H.J. van der Heim,Gouda,13/02/1874,1831.31,-0.115801704105345,13/02/1890,1738.24342619088
777,,mr. A.J. Roest,Gouda,28/10/1884,358324.38,-0.098203592814371,21/04/1920,175361.391014892
778,,mr. A.J. Roest,Gouda,15/06/1886,358324.38,-0.045194587808621,21/04/1920,175361.391014892
779,,mr. J. Fortuijn Droogleever,Gouda,15/06/1886,42472.22,-0.047984377179523,16/12/1897,43777.7391889892
780,,mr. A.J. Roest,Gouda,01/09/1887,,-0.079431877958969,21/04/1920,
781,,mr. J. Fortuijn Droogleever,Gouda,01/09/1887,42472.22,-0.081536033666491,16/12/1897,43777.7391889892
782,,mr. R.J.C. Metelerkamp,Delft,08/06/1869,12880.46,-0.171711899791232,30/01/1872,7957.518491947
783,,S. Gille Heringa,Delft,12/06/1877,,-0.030882992605481,12/02/1895,
784,,S. Gille Heringa,Delft,26/06/1877,,-0.143780290791599,12/02/1895,
785,,mr. A.E.J. Modderman,Delft,12/06/1883,271386.1,-0.042179917879806,07/08/1885,238465.022179675
786,,mr. A.E.J. Modderman,Delft,26/06/1883,271386.1,-0.029092183666316,07/08/1885,238465.022179675
787,,mr. D.C.A. graaf van Hogendorp,Rotterdam,22/01/1868,112653.58,-0.051591338468246,12/09/1891,106835.154216778
788,,mr. W.H. Jansen,Rotterdam,10/06/1879,24491.18,-0.065235809093477,06/10/1911,22734.704830233
789,,M.L. van Deventer,Rotterdam,24/08/1880,417.56,-0.031065881092662,22/01/1892,397.294982472219
790,,M.L. van Deventer,Rotterdam,07/09/1880,417.56,-0.054248679788766,22/01/1892,397.294982472219
