,Unnamed: 0,Naam,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel,Opkomst,margin
3190,3190,mr. G.J. Goekoop,,666.0,61.78%,Brielle,11/11/1884,herstemming,1333,1088,1078.0,6,1.0,539,1078.0,0.23562152133580705
3191,3191,jhr.mr. A.F. de Savornin Lohman,AR(DT),412.0,38.22%,Brielle,11/11/1884,herstemming,1333,1088,1078.0,6,1.0,539,1078.0,-0.23562152133580705
3192,3192,mr. G.J. Goekoop,(AH)*,737.0,65.11%,Brielle,15/06/1886,algemeen,1389,1139,1132.0,4,1.0,566,1127.0,0.30789707187222715
3193,3193,mr. Th. Heemskerk,AR(DT),390.0,34.45%,Brielle,15/06/1886,algemeen,1389,1139,1132.0,4,1.0,566,1127.0,-0.30789707187222715
3194,3194,mr. G.J. Goekoop,,626.0,93.85%,Brielle,01/09/1887,algemeen,1369,676,667.0,7,1.0,334,646.0,0.9380804953560371
3195,3195,mr. Th. Heemskerk,,20.0,3.00%,Brielle,01/09/1887,algemeen,1369,676,667.0,7,1.0,334,646.0,-0.9380804953560371
3196,3196,jhr.mr. W. Boreel van Hogelanden,,775.0,68.37%,Den Haag,27/08/1850,algemeen,2025,1346,2267.0,7,2.0,567,2468.0,0.1239870340356564
3197,3197,J.C. Baud,,698.0,61.58%,Den Haag,27/08/1850,algemeen,2025,1346,2267.0,7,2.0,567,2468.0,0.09278768233387358
3198,3198,mr. Æ. baron van Mackay,,469.0,41.38%,Den Haag,27/08/1850,algemeen,2025,1346,2267.0,7,2.0,567,2468.0,-0.09278768233387358
3199,3199,E. van der Oudermeulen,,402.0,35.47%,Den Haag,27/08/1850,algemeen,2025,1346,2267.0,7,2.0,567,2468.0,-0.11993517017828201
3200,3200,mr. P.C. Schooneveld,,124.0,10.94%,Den Haag,27/08/1850,algemeen,2025,1346,2267.0,7,2.0,567,2468.0,-0.2325769854132901
3201,3201,mr. P.C. Schooneveld,,673.0,53.50%,Den Haag,11/09/1850,tussentijds,2025,1273,1258.0,4,1.0,629,1179.0,0.14164546225614927
3202,3202,mr. Æ. baron van Mackay,,506.0,40.22%,Den Haag,11/09/1850,tussentijds,2025,1273,1258.0,4,1.0,629,1179.0,-0.14164546225614927
3203,3203,jhr.mr. W. Boreel van Hogelanden,,740.0,93.32%,Den Haag,08/06/1852,periodiek,2062,802,793.0,1,1.0,397,740.0,999.0
3204,3204,jhr.mr. W. Boreel van Hogelanden,,980.0,66.62%,Den Haag,17/05/1853,algemeen,2101,1481,2942.0,12,2.0,736,2824.0,0.1901558073654391
3205,3205,J.C. Baud,,566.0,38.48%,Den Haag,17/05/1853,algemeen,2101,1481,2942.0,12,2.0,736,2824.0,0.04355524079320113
3206,3206,mr. J.P.P. baron van Zuylen van Nijevelt,,443.0,30.12%,Den Haag,17/05/1853,algemeen,2101,1481,2942.0,12,2.0,736,2824.0,-0.04355524079320113
3207,3207,mr. P.P. van Bosse,,420.0,28.55%,Den Haag,17/05/1853,algemeen,2101,1481,2942.0,12,2.0,736,2824.0,-0.051699716713881017
3208,3208,mr. G. Groen van Prinsterer,,322.0,21.89%,Den Haag,17/05/1853,algemeen,2101,1481,2942.0,12,2.0,736,2824.0,-0.08640226628895184
3209,3209,G.L. Baud,,93.0,6.32%,Den Haag,17/05/1853,algemeen,2101,1481,2942.0,12,2.0,736,2824.0,-0.1674929178470255
3210,3210,J.C. Baud,,901.0,64.08%,Den Haag,31/05/1853,herstemming,2101,1410,1406.0,2,1.0,703,1406.0,0.28165007112375534
3211,3211,mr. J.P.P. baron van Zuylen van Nijevelt,,505.0,35.92%,Den Haag,31/05/1853,herstemming,2101,1410,1406.0,2,1.0,703,1406.0,-0.28165007112375534
3212,3212,J.C. Rijk,,837.0,62.37%,Den Haag,16/06/1853,tussentijds,2101,1344,1342.0,2,1.0,671,1316.0,0.32978723404255317
3213,3213,mr. J.P.P. baron van Zuylen van Nijevelt,,403.0,30.03%,Den Haag,16/06/1853,tussentijds,2101,1344,1342.0,2,1.0,671,1316.0,-0.32978723404255317
3214,3214,M.A.F.H. Hoffman,,76.0,5.66%,Den Haag,16/06/1853,tussentijds,2101,1344,1342.0,2,1.0,671,1316.0,-0.5782674772036475
3215,3215,dr. I.P. Delprat,,419.0,44.34%,Den Haag,23/05/1854,tussentijds,2101,951,945.0,2,1.0,473,891.0,0.20089786756453423
3216,3216,R.F. baron van Raders,,240.0,25.40%,Den Haag,23/05/1854,tussentijds,2101,951,945.0,2,1.0,473,891.0,-0.20089786756453423
3217,3217,jhr.mr. W.T. Gevers Deynoot,,154.0,16.30%,Den Haag,23/05/1854,tussentijds,2101,951,945.0,2,1.0,473,891.0,-0.29741863075196406
3218,3218,mr. J.W. Gefken,,49.0,5.19%,Den Haag,23/05/1854,tussentijds,2101,951,945.0,2,1.0,473,891.0,-0.4152637485970819
3219,3219,jhr. J.P. Cornets de Groot van Kraayenburg,,29.0,3.07%,Den Haag,23/05/1854,tussentijds,2101,951,945.0,2,1.0,473,891.0,-0.4377104377104377
3220,3220,dr. I.P. Delprat,,531.0,60.34%,Den Haag,07/06/1854,herstemming,2101,888,880.0,4,1.0,440,880.0,0.20681818181818182
3221,3221,R.F. baron van Raders,,349.0,39.66%,Den Haag,07/06/1854,herstemming,2101,888,880.0,4,1.0,440,880.0,-0.20681818181818182
3222,3222,dr. I.P. Delprat,,497.0,52.21%,Den Haag,13/06/1854,periodiek,2101,954,952.0,0,1.0,476,928.0,0.15625
3223,3223,jhr.mr. W.T. Gevers Deynoot,,352.0,36.97%,Den Haag,13/06/1854,periodiek,2101,954,952.0,0,1.0,476,928.0,-0.15625
3224,3224,mr. J.W. Gefken,,48.0,5.04%,Den Haag,13/06/1854,periodiek,2101,954,952.0,0,1.0,476,928.0,-0.4838362068965517
3225,3225,R.F. baron van Raders,,31.0,3.26%,Den Haag,13/06/1854,periodiek,2101,954,952.0,0,1.0,476,928.0,-0.5021551724137931
3226,3226,mr. G. Groen van Prinsterer,,547.0,51.17%,Den Haag,20/09/1855,tussentijds,2101,1077,1069.0,6,1.0,535,1047.0,0.06685768863419293
3227,3227,jhr.mr. W.T. Gevers Deynoot,,477.0,44.62%,Den Haag,20/09/1855,tussentijds,2101,1077,1069.0,6,1.0,535,1047.0,-0.06685768863419293
3228,3228,C. Schiffer,,23.0,2.15%,Den Haag,20/09/1855,tussentijds,2101,1077,1069.0,6,1.0,535,1047.0,-0.5004775549188156
3229,3229,mr. G. Groen van Prinsterer,,600.0,49.22%,Den Haag,10/06/1856,periodiek,2164,1225,1219.0,4,1.0,610,1198.0,0.001669449081803005
3230,3230,jhr.mr. W.T. Gevers Deynoot,,598.0,49.06%,Den Haag,10/06/1856,periodiek,2164,1225,1219.0,4,1.0,610,1198.0,-0.001669449081803005
3231,3231,jhr.mr. W.T. Gevers Deynoot,,892.0,54.59%,Den Haag,24/06/1856,herstemming,2164,1642,1634.0,4,1.0,817,1634.0,0.09179926560587515
3232,3232,mr. G. Groen van Prinsterer,,742.0,45.41%,Den Haag,24/06/1856,herstemming,2164,1642,1634.0,4,1.0,817,1634.0,-0.09179926560587515
3233,3233,mr. L. Metman,,530.0,48.80%,Den Haag,04/05/1858,tussentijds,2245,1097,1086.0,7,1.0,543,1074.0,0.15176908752327747
3234,3234,dr. I.P. Delprat,,367.0,33.79%,Den Haag,04/05/1858,tussentijds,2245,1097,1086.0,7,1.0,543,1074.0,-0.15176908752327747
3235,3235,C. Schiffer,,177.0,16.30%,Den Haag,04/05/1858,tussentijds,2245,1097,1086.0,7,1.0,543,1074.0,-0.3286778398510242
3236,3236,dr. I.P. Delprat,,631.0,51.30%,Den Haag,18/05/1858,herstemming,2245,1237,1230.0,5,1.0,615,1230.0,0.026016260162601626
3237,3237,mr. L. Metman,,599.0,48.70%,Den Haag,18/05/1858,herstemming,2245,1237,1230.0,5,1.0,615,1230.0,-0.026016260162601626
3238,3238,dr. I.P. Delprat,,631.0,55.40%,Den Haag,08/06/1858,periodiek,2245,1148,1139.0,6,1.0,570,1097.0,0.1504102096627165
3239,3239,mr. L. Metman,,466.0,40.91%,Den Haag,08/06/1858,periodiek,2245,1148,1139.0,6,1.0,570,1097.0,-0.1504102096627165
3240,3240,jhr.mr. W.T. Gevers Deynoot,,588.0,59.94%,Den Haag,12/06/1860,periodiek,2041,989,981.0,6,1.0,491,957.0,0.22884012539184953
3241,3241,dr. A. Vrolik,,369.0,37.61%,Den Haag,12/06/1860,periodiek,2041,989,981.0,6,1.0,491,957.0,-0.22884012539184953
3242,3242,mr. J. Kappeyne van de Coppello,,411.0,65.34%,Den Haag,10/06/1862,periodiek,2094,644,629.0,15,1.0,315,565.0,0.45486725663716815
3243,3243,dr. A. Vrolik,,154.0,24.48%,Den Haag,10/06/1862,periodiek,2094,644,629.0,15,1.0,315,565.0,-0.45486725663716815
3244,3244,mr. J.P.P. baron van Zuylen van Nijevelt,,712.0,52.16%,Den Haag,14/06/1864,periodiek,2200,1376,1365.0,8,1.0,683,1340.0,0.13507462686567165
3245,3245,jhr.mr. W.T. Gevers Deynoot,,531.0,38.90%,Den Haag,14/06/1864,periodiek,2200,1376,1365.0,8,1.0,683,1340.0,-0.13507462686567165
3246,3246,I. Esser,,97.0,7.11%,Den Haag,14/06/1864,periodiek,2200,1376,1365.0,8,1.0,683,1340.0,-0.458955223880597
3247,3247,jhr. F. de Casembroot,,901.0,61.59%,Den Haag,12/06/1866,periodiek,2237,1479,1463.0,13,1.0,732,1430.0,0.2601398601398601
3248,3248,mr. J. Kappeyne van de Coppello,,529.0,36.16%,Den Haag,12/06/1866,periodiek,2237,1479,1463.0,13,1.0,732,1430.0,-0.2601398601398601
3249,3249,mr. J.P.P. baron van Zuylen van Nijevelt,,1254.0,72.57%,Den Haag,30/10/1866,algemeen,2237,1745,3456.0,26,2.0,864,3349.0,0.25500149298297997
3250,3250,jhr. F. de Casembroot,,1246.0,72.11%,Den Haag,30/10/1866,algemeen,2237,1745,3456.0,26,2.0,864,3349.0,0.25261272021498954
3251,3251,F.A.T. Delprat,,400.0,23.15%,Den Haag,30/10/1866,algemeen,2237,1745,3456.0,26,2.0,864,3349.0,-0.25261272021498954
3252,3252,mr. G.B. Emants,,375.0,21.70%,Den Haag,30/10/1866,algemeen,2237,1745,3456.0,26,2.0,864,3349.0,-0.2600776351149597
3253,3253,mr. G. Groen van Prinsterer,,38.0,2.20%,Den Haag,30/10/1866,algemeen,2237,1745,3456.0,26,2.0,864,3349.0,-0.3607046879665572
3254,3254,mr. L.W.C. Keuchenius,,36.0,2.08%,Den Haag,30/10/1866,algemeen,2237,1745,3456.0,26,2.0,864,3349.0,-0.36130188115855477
3255,3255,jhr. C.A. van Sypesteyn,,638.0,79.65%,Den Haag,02/07/1867,tussentijds,2221,814,801.0,10,1.0,401,737.0,0.7313432835820896
3256,3256,dr. J. Bosscha jr.,,99.0,12.36%,Den Haag,02/07/1867,tussentijds,2221,814,801.0,10,1.0,401,737.0,-0.7313432835820896
3257,3257,jhr. C.A. van Sypesteyn,,1015.0,80.56%,Den Haag,22/01/1868,algemeen,2221,1287,2520.0,48,2.0,630,2426.0,0.33099752679307504
3258,3258,jhr. F. de Casembroot,,969.0,76.90%,Den Haag,22/01/1868,algemeen,2221,1287,2520.0,48,2.0,630,2426.0,0.3120362737015664
3259,3259,jhr.mr. H.C. van der Wijck,,212.0,16.83%,Den Haag,22/01/1868,algemeen,2221,1287,2520.0,48,2.0,630,2426.0,-0.3120362737015664
3260,3260,jhr.mr. F.L.W. de Kock,,202.0,16.03%,Den Haag,22/01/1868,algemeen,2221,1287,2520.0,48,2.0,630,2426.0,-0.31615828524319867
3261,3261,mr. G. Groen van Prinsterer,,28.0,2.22%,Den Haag,22/01/1868,algemeen,2221,1287,2520.0,48,2.0,630,2426.0,-0.38788128606760097
3262,3262,jhr. C.A. van Sypesteyn,AK/DZH,801.0,60.32%,Den Haag,08/06/1869,periodiek,2032,1341,1328.0,6,1.0,664,1296.0,0.2361111111111111
3263,3263,mr. R.J.C. Metelerkamp,(AH)*,495.0,37.27%,Den Haag,08/06/1869,periodiek,2032,1341,1328.0,6,1.0,664,1296.0,-0.2361111111111111
3264,3264,mr. W. Wintgens,(DZH)*,779.0,69.68%,Den Haag,13/06/1871,periodiek,2154,1125,1118.0,5,1.0,559,1068.0,0.45880149812734083
3265,3265,mr. E.H. Karsten,(AH)*,289.0,25.85%,Den Haag,13/06/1871,periodiek,2154,1125,1118.0,5,1.0,559,1068.0,-0.45880149812734083
3266,3266,mr. R.J. graaf van Schimmelpenninck,DZH(DT),744.0,53.60%,Den Haag,10/06/1873,periodiek,2194,1398,1388.0,8,1.0,694,1367.0,0.13386978785662035
3267,3267,jhr.mr. J.K.J. de Jonge,(AH)*,561.0,40.42%,Den Haag,10/06/1873,periodiek,2194,1398,1388.0,8,1.0,694,1367.0,-0.13386978785662035
3268,3268,I. Esser,AR,62.0,4.47%,Den Haag,10/06/1873,periodiek,2194,1398,1388.0,8,1.0,694,1367.0,-0.49890270665691294
3269,3269,mr. W. Wintgens,DZH(AR),656.0,85.98%,Den Haag,08/06/1875,periodiek,2367,837,763.0,71,1.0,382,727.0,0.8046767537826685
3270,3270,mr. J.W. Gefken,,71.0,9.31%,Den Haag,08/06/1875,periodiek,2367,837,763.0,71,1.0,382,727.0,-0.8046767537826685
3271,3271,mr. R.J. graaf van Schimmelpenninck,(DT)*,729.0,55.27%,Den Haag,12/06/1877,periodiek,2439,1327,1319.0,6,1.0,660,1280.0,0.1390625
3272,3272,L. Mulder,(AH)*,551.0,41.77%,Den Haag,12/06/1877,periodiek,2439,1327,1319.0,6,1.0,660,1280.0,-0.1390625
3273,3273,mr. W. Wintgens,(DT)*,734.0,62.26%,Den Haag,10/06/1879,periodiek,2285,1191,1179.0,11,1.0,590,1164.0,0.34621993127147765
3274,3274,mr. A. Haakma van Royen,(AH)*,331.0,28.07%,Den Haag,10/06/1879,periodiek,2285,1191,1179.0,11,1.0,590,1164.0,-0.34621993127147765
3275,3275,mr. A.J. Thomassen Ã Thuessink van der Hoop,,99.0,8.40%,Den Haag,10/06/1879,periodiek,2285,1191,1179.0,11,1.0,590,1164.0,-0.5455326460481099
3276,3276,mr. R.J. graaf van Schimmelpenninck,(DT)*,774.0,60.90%,Den Haag,14/06/1881,periodiek,2463,1287,1271.0,13,1.0,636,1254.0,0.23444976076555024
3277,3277,jhr.mr. J.K.W. Quarles van Ufford,(AH)*,480.0,37.77%,Den Haag,14/06/1881,periodiek,2463,1287,1271.0,13,1.0,636,1254.0,-0.23444976076555024
3278,3278,mr. W. Wintgens,(DT)*,725.0,51.31%,Den Haag,12/06/1883,periodiek,2632,1432,1413.0,15,1.0,707,1408.0,0.11079545454545454
3279,3279,jhr. G.J.G. Klerck,,569.0,40.27%,Den Haag,12/06/1883,periodiek,2632,1432,1413.0,15,1.0,707,1408.0,-0.11079545454545454
3280,3280,J.E.N. baron van Schimmelpenninck van der Oye,AR,114.0,8.07%,Den Haag,12/06/1883,periodiek,2632,1432,1413.0,15,1.0,707,1408.0,-0.43394886363636365
3281,3281,mr. R.J. graaf van Schimmelpenninck,(DT)*,892.0,51.80%,Den Haag,28/10/1884,algemeen,2723,1746,3444.0,46,2.0,861,3410.0,0.021994134897360705
3282,3282,R.A.W. Sluiter,(AH)*,826.0,47.97%,Den Haag,28/10/1884,algemeen,2723,1746,3444.0,46,2.0,861,3410.0,0.0026392961876832845
3283,3283,mr. W. Wintgens,(DT)*,817.0,47.44%,Den Haag,28/10/1884,algemeen,2723,1746,3444.0,46,2.0,861,3410.0,-0.0026392961876832845
3284,3284,jhr.mr. A.P.C. van Karnebeek,(AH)*,765.0,44.43%,Den Haag,28/10/1884,algemeen,2723,1746,3444.0,46,2.0,861,3410.0,-0.01788856304985337
3285,3285,jhr. P.O.H. Gevaerts van Simonshaven,AR,110.0,6.39%,Den Haag,28/10/1884,algemeen,2723,1746,3444.0,46,2.0,861,3410.0,-0.2099706744868035
3286,3286,mr. W. Wintgens,DT(AR),1113.0,53.08%,Den Haag,11/11/1884,herstemming,2723,2109,2097.0,8,1.0,1049,2097.0,0.06151645207439199
3287,3287,R.A.W. Sluiter,,984.0,46.92%,Den Haag,11/11/1884,herstemming,2723,2109,2097.0,8,1.0,1049,2097.0,-0.06151645207439199
3288,3288,R.A.W. Sluiter,,868.0,50.32%,Den Haag,08/04/1885,tussentijds,2723,1736,1725.0,11,1.0,863,1717.0,0.0110658124635993
3289,3289,A. baron van Schimmelpenninck van der Oye,,849.0,49.22%,Den Haag,08/04/1885,tussentijds,2723,1736,1725.0,11,1.0,863,1717.0,-0.0110658124635993
3290,3290,mr. L.G. Greeve,(AH)*,1184.0,53.97%,Den Haag,15/06/1886,algemeen,2888,2263,4388.0,144,2.0,1097,4367.0,0.07190290817494847
3291,3291,mr. H.M.A. baron van Goes van Dirxland,(AH)*,1152.0,52.51%,Den Haag,15/06/1886,algemeen,2888,2263,4388.0,144,2.0,1097,4367.0,0.06457522326539959
3292,3292,mr. R.J. graaf van Schimmelpenninck,(DT)*,870.0,39.65%,Den Haag,15/06/1886,algemeen,2888,2263,4388.0,144,2.0,1097,4367.0,-0.06457522326539959
3293,3293,jhr. C.A. van Sypesteyn,(DT)*,825.0,37.60%,Den Haag,15/06/1886,algemeen,2888,2263,4388.0,144,2.0,1097,4367.0,-0.07487978016945271
3294,3294,mr. W. Wintgens,,171.0,7.79%,Den Haag,15/06/1886,algemeen,2888,2263,4388.0,144,2.0,1097,4367.0,-0.22463934050835815
3295,3295,jhr.mr. J.H. Hora Siccama,AR,83.0,3.78%,Den Haag,15/06/1886,algemeen,2888,2263,4388.0,144,2.0,1097,4367.0,-0.2447904740096176
3296,3296,dr. T.C.L. Wijnmalen,AR,82.0,3.74%,Den Haag,15/06/1886,algemeen,2888,2263,4388.0,144,2.0,1097,4367.0,-0.245019464163041
3297,3297,mr. L.G. Greeve,,1057.0,54.54%,Den Haag,01/09/1887,algemeen,2889,1944,3876.0,10,2.0,969,3824.0,0.03844142259414226
3298,3298,mr. H.M.A. baron van Goes van Dirxland,,1017.0,52.48%,Den Haag,01/09/1887,algemeen,2889,1944,3876.0,10,2.0,969,3824.0,0.027981171548117155
3299,3299,mr. R.J. graaf van Schimmelpenninck,(DT)*,910.0,46.96%,Den Haag,01/09/1887,algemeen,2889,1944,3876.0,10,2.0,969,3824.0,-0.027981171548117155
3300,3300,J. Canter Visscher,(DT)*,757.0,39.06%,Den Haag,01/09/1887,algemeen,2889,1944,3876.0,10,2.0,969,3824.0,-0.06799163179916318
3301,3301,jhr. P.O.H. Gevaerts van Simonshaven,,83.0,4.28%,Den Haag,01/09/1887,algemeen,2889,1944,3876.0,10,2.0,969,3824.0,-0.2442468619246862
3302,3302,mr. J.S. Lotsy,,1158.0,84.25%,Dordrecht,27/08/1850,algemeen,2109,1405,2749.0,41,2.0,687,2609.0,0.28976619394403985
3303,3303,mr. P. Blussé van Oud-Alblas,,484.0,35.21%,Dordrecht,27/08/1850,algemeen,2109,1405,2749.0,41,2.0,687,2609.0,0.03142966653890379
3304,3304,A. Vogelsang,,402.0,29.25%,Dordrecht,27/08/1850,algemeen,2109,1405,2749.0,41,2.0,687,2609.0,-0.03142966653890379
3305,3305,mr. W. Wijnaendts,,293.0,21.32%,Dordrecht,27/08/1850,algemeen,2109,1405,2749.0,41,2.0,687,2609.0,-0.07320812571866615
3306,3306,dr. W.R. baron van Hoëvell,,137.0,9.97%,Dordrecht,27/08/1850,algemeen,2109,1405,2749.0,41,2.0,687,2609.0,-0.133001149865849
3307,3307,mr. G. Groen van Prinsterer,,85.0,6.18%,Dordrecht,27/08/1850,algemeen,2109,1405,2749.0,41,2.0,687,2609.0,-0.15293215791490994
3308,3308,P.J. de Raadt van Hendrik-Ido-Ambacht,,50.0,3.64%,Dordrecht,27/08/1850,algemeen,2109,1405,2749.0,41,2.0,687,2609.0,-0.16634725948639326
3309,3309,mr. P. Blussé van Oud-Alblas,,845.0,61.19%,Dordrecht,11/09/1850,herstemming,2109,1402,1381.0,13,1.0,691,1381.0,0.22375090514120202
3310,3310,A. Vogelsang,,536.0,38.81%,Dordrecht,11/09/1850,herstemming,2109,1402,1381.0,13,1.0,691,1381.0,-0.22375090514120202
3311,3311,mr. P. Blussé van Oud-Alblas,,616.0,54.90%,Dordrecht,08/06/1852,periodiek,2123,1140,1122.0,20,1.0,561,2011.0,0.09298856290402785
3312,3312,A. Vogelsang,,184.0,16.40%,Dordrecht,08/06/1852,periodiek,2123,1140,1122.0,20,1.0,561,2011.0,-0.21481849825957236
3313,3313,mr. J.D. van der Poel,,147.0,13.10%,Dordrecht,08/06/1852,periodiek,2123,1140,1122.0,20,1.0,561,2011.0,-0.23321730482347092
3314,3314,mr. G.A. de Raadt,,67.0,5.97%,Dordrecht,08/06/1852,periodiek,2123,1140,1122.0,20,1.0,561,2011.0,-0.2729985082048732
3315,3315,mr. G. Groen van Prinsterer,,33.0,2.94%,Dordrecht,08/06/1852,periodiek,2123,1140,1122.0,20,1.0,561,2011.0,-0.28990551964196914
3316,3316,mr. G.A. de Raadt,,429.0,41.85%,Dordrecht,08/06/1852,tussentijds,2123,1144,1025.0,2,1.0,513,2011.0,-0.09298856290402785
3317,3317,A. Vogelsang,,287.0,28.00%,Dordrecht,08/06/1852,tussentijds,2123,1144,1025.0,2,1.0,513,2011.0,-0.1636001989060169
3318,3318,mr. J.D. van der Poel,,213.0,20.78%,Dordrecht,08/06/1852,tussentijds,2123,1144,1025.0,2,1.0,513,2011.0,-0.20039781203381402
3319,3319,D. Molenaar,,35.0,3.41%,Dordrecht,08/06/1852,tussentijds,2123,1144,1025.0,2,1.0,513,2011.0,-0.2889109895574341
3320,3320,mr. G.A. de Raadt,,596.0,56.07%,Dordrecht,22/06/1852,herstemming,2123,1091,1063.0,25,1.0,532,1063.0,0.1213546566321731
3321,3321,A. Vogelsang,,467.0,43.93%,Dordrecht,22/06/1852,herstemming,2123,1091,1063.0,25,1.0,532,1063.0,-0.1213546566321731
3322,3322,mr. P.A. Sander,,779.0,53.05%,Dordrecht,17/05/1853,algemeen,2169,1493,2937.0,31,2.0,734,2814.0,0.12864250177683015
3323,3323,mr. J.D. van der Poel,,744.0,50.66%,Dordrecht,17/05/1853,algemeen,2169,1493,2937.0,31,2.0,734,2814.0,0.1162046908315565
3324,3324,mr. G.A. de Raadt,,417.0,28.40%,Dordrecht,17/05/1853,algemeen,2169,1493,2937.0,31,2.0,734,2814.0,-0.1162046908315565
3325,3325,mr. P. Blussé van Oud-Alblas,,330.0,22.47%,Dordrecht,17/05/1853,algemeen,2169,1493,2937.0,31,2.0,734,2814.0,-0.14712153518123666
3326,3326,jhr.mr. P.J. Elout van Soeterwoude,,185.0,12.60%,Dordrecht,17/05/1853,algemeen,2169,1493,2937.0,31,2.0,734,2814.0,-0.19864960909737028
3327,3327,mr. M. Bichon van Ysselmonde,,120.0,8.17%,Dordrecht,17/05/1853,algemeen,2169,1493,2937.0,31,2.0,734,2814.0,-0.22174840085287847
3328,3328,A. Vogelsang,,93.0,6.33%,Dordrecht,17/05/1853,algemeen,2169,1493,2937.0,31,2.0,734,2814.0,-0.23134328358208955
3329,3329,mr. J.J.L. van der Brugghen,,68.0,4.63%,Dordrecht,17/05/1853,algemeen,2169,1493,2937.0,31,2.0,734,2814.0,-0.24022743425728502
3330,3330,mr. G. Groen van Prinsterer,,40.0,2.72%,Dordrecht,17/05/1853,algemeen,2169,1493,2937.0,31,2.0,734,2814.0,-0.2501776830135039
3331,3331,D. Molenaar,,38.0,2.59%,Dordrecht,17/05/1853,algemeen,2169,1493,2937.0,31,2.0,734,2814.0,-0.2508884150675195
3332,3332,mr. J.D. van der Poel,,814.0,57.53%,Dordrecht,02/07/1853,tussentijds,2169,1427,1415.0,8,1.0,708,1363.0,0.359501100513573
3333,3333,mr. P. Blussé van Oud-Alblas,,324.0,22.90%,Dordrecht,02/07/1853,tussentijds,2169,1427,1415.0,8,1.0,708,1363.0,-0.359501100513573
3334,3334,mr. G.A. de Raadt,,195.0,13.78%,Dordrecht,02/07/1853,tussentijds,2169,1427,1415.0,8,1.0,708,1363.0,-0.4541452677916361
3335,3335,mr. M. Bichon van Ysselmonde,,30.0,2.12%,Dordrecht,02/07/1853,tussentijds,2169,1427,1415.0,8,1.0,708,1363.0,-0.5752017608217168
3336,3336,mr. P.A. Sander,,558.0,48.44%,Dordrecht,13/06/1854,periodiek,2169,1170,1152.0,16,1.0,576,1086.0,0.027624309392265192
3337,3337,mr. P. Blussé van Oud-Alblas,,528.0,45.83%,Dordrecht,13/06/1854,periodiek,2169,1170,1152.0,16,1.0,576,1086.0,-0.027624309392265192
3338,3338,mr. P.A. Sander,,948.0,62.74%,Dordrecht,27/06/1854,herstemming,2169,1521,1511.0,4,1.0,756,1511.0,0.25479814692256786
3339,3339,mr. P. Blussé van Oud-Alblas,,563.0,37.26%,Dordrecht,27/06/1854,herstemming,2169,1521,1511.0,4,1.0,756,1511.0,-0.25479814692256786
3340,3340,mr. J.D. van der Poel,,375.0,34.75%,Dordrecht,10/06/1856,periodiek,2227,1098,1079.0,10,1.0,540,1021.0,0.04505386875612145
3341,3341,mr. P. Blussé van Oud-Alblas,,329.0,30.49%,Dordrecht,10/06/1856,periodiek,2227,1098,1079.0,10,1.0,540,1021.0,-0.04505386875612145
3342,3342,A. Vogelsang,,164.0,15.20%,Dordrecht,10/06/1856,periodiek,2227,1098,1079.0,10,1.0,540,1021.0,-0.20666013712047013
3343,3343,mr. G.A. de Raadt,,105.0,9.73%,Dordrecht,10/06/1856,periodiek,2227,1098,1079.0,10,1.0,540,1021.0,-0.2644466209598433
3344,3344,mr. J.W. Gefken,,48.0,4.45%,Dordrecht,10/06/1856,periodiek,2227,1098,1079.0,10,1.0,540,1021.0,-0.32027424094025464
3345,3345,mr. J.D. van der Poel,,653.0,53.00%,Dordrecht,24/06/1856,herstemming,2227,1241,1232.0,3,1.0,616,1232.0,0.060064935064935064
3346,3346,mr. P. Blussé van Oud-Alblas,,579.0,47.00%,Dordrecht,24/06/1856,herstemming,2227,1241,1232.0,3,1.0,616,1232.0,-0.060064935064935064
3347,3347,mr. P.A. Sander,,635.0,68.57%,Dordrecht,08/06/1858,periodiek,2277,943,926.0,5,1.0,463,855.0,0.4853801169590643
3348,3348,mr. A.J. Duymaer van Twist,,220.0,23.76%,Dordrecht,08/06/1858,periodiek,2277,943,926.0,5,1.0,463,855.0,-0.4853801169590643
3349,3349,mr. P.A. Sander,,297.0,31.07%,Dordrecht,27/12/1859,tussentijds,2037,973,956.0,4,1.0,478,888.0,0.02702702702702703
3350,3350,mr. G.A. de Raadt,,273.0,28.56%,Dordrecht,27/12/1859,tussentijds,2037,973,956.0,4,1.0,478,888.0,-0.02702702702702703
3351,3351,mr. P. Blussé van Oud-Alblas,,251.0,26.26%,Dordrecht,27/12/1859,tussentijds,2037,973,956.0,4,1.0,478,888.0,-0.0518018018018018
3352,3352,mr. J.G. Kist,,67.0,7.01%,Dordrecht,27/12/1859,tussentijds,2037,973,956.0,4,1.0,478,888.0,-0.25900900900900903
3353,3353,mr. P.A. Sander,,553.0,50.59%,Dordrecht,10/01/1860,herstemming,2037,1104,1093.0,10,1.0,547,1093.0,0.011893870082342177
3354,3354,mr. G.A. de Raadt,,540.0,49.41%,Dordrecht,10/01/1860,herstemming,2037,1104,1093.0,10,1.0,547,1093.0,-0.011893870082342177
3355,3355,mr. G.A. de Raadt,,378.0,34.12%,Dordrecht,13/02/1860,tussentijds,2037,1135,1108.0,11,1.0,554,1073.0,0.08387698042870456
